timestamp_ms,eeg_value,alpha_power,beta_power,theta_power,alpha_beta_ratio,signal_variance,attention_index
1360682,0.0,0.007456839518411839,0.032162424835611755,0.004706066983546284,0.23184941920657906,0.14342400000000002,2.644086817868446
1360686,0.0,0.0074090218594752184,0.0320475831687068,0.004679074794304648,0.231188162317021,0.14342400000000002,2.650949370868548
1360690,0.0,0.0073645932908981155,0.031940880938044286,0.004653995684255412,0.23056951075279403,0.14342400000000002,2.65740209620074
1360694,0.0,0.007323660844993715,0.03184257519864393,0.004630890071171362,0.22999587185729892,0.14342400000000002,2.6634134572242636
1360698,0.0,0.0072863231316094654,0.03175290277764251,0.004609813618498227,0.2294695128389908,0.14342400000000002,2.6689533326037536
1360702,0.0,0.007252670100567297,0.031672079703756566,0.004590817101256575,0.22899254385581352,0.14342400000000002,2.673993323989539
1360706,0.0,0.007222782824966652,0.03160030068685038,0.00457394628372034,0.2285669018324316,0.14342400000000002,2.6785070580729142
1360710,0.0,0.007196733305872273,0.03153773864886278,0.004559241809166681,0.22819433523753235,0.14342400000000002,2.6824704773357246
1360714,0.0,0.00717458429885732,0.03148454430722304,0.00454673910196275,0.22787639004231544,0.14342400000000002,2.685862113735955
1360718,0.0,0.00715638916281972,0.03144084581175946,0.0045364682822253135,0.22761439707016717,0.14342400000000002,2.6886633396648514
1360722,0.0,0.007142191731435892,0.03140674843597516,0.004528454093258735,0.2274094609314857,0.14342400000000002,2.6908585907846354
1360726,0.0,0.007132026207561587,0.03138233432343496,0.004522715841946195,0.2272624507169214,0.14342400000000002,2.6924355558091837
1360730,0.0,0.007125917080834219,0.03136766228987442,0.00451926735223772,0.22717399259728985,0.14342400000000002,2.6933853289150176
1360734,0.0,0.007123879068675161,0.031362767681507475,0.004518116931847066,0.2271444644496613,0.14342400000000002,2.69370252124975
1360738,0.0,0.007125917080834217,0.03136766228987442,0.004519267352237719,0.22717399259728976,0.14342400000000002,2.6933853289150185
1360742,0.0,0.007132026207561589,0.03138233432343497,0.004522715841946197,0.22726245071692133,0.14342400000000002,2.692435555809184
1360746,0.0,0.007142191731435894,0.03140674843597517,0.004528454093258736,0.22740946093148565,0.14342400000000002,2.6908585907846363
1360750,0.0,0.007156389162819722,0.031440845811759474,0.004536468282225315,0.22761439707016712,0.14342400000000002,2.6886633396648514
1360754,0.0,0.007174584298857321,0.03148454430722304,0.00454673910196275,0.22787639004231547,0.14342400000000002,2.685862113735955
1360758,0.0,0.007196733305872272,0.03153773864886278,0.00455924180916668,0.22819433523753233,0.14342400000000002,2.682470477335725
1360762,0.0,0.007222782824966652,0.03160030068685038,0.00457394628372034,0.2285669018324316,0.14342400000000002,2.6785070580729142
1360766,0.0,0.007252670100567292,0.03167207970375656,0.004590817101256573,0.2289925438558134,0.14342400000000002,2.67399332398954
1360770,0.0,0.007286323131609463,0.031752902777642505,0.004609813618498226,0.22946951283899078,0.14342400000000002,2.6689533326037536
1360774,0.0,0.007323660844993718,0.03184257519864394,0.0046308900711713626,0.22999587185729897,0.14342400000000005,2.6634134572242627
1360778,0.0,0.0073645932908981155,0.03194088093804429,0.004653995684255413,0.23056951075279397,0.14342400000000005,2.6574020962007405
1360782,0.0,0.0074090218594752184,0.0320475831687068,0.004679074794304648,0.231188162317021,0.14342400000000005,2.650949370868548
