timestamp_ms,eeg_value,alpha_power,beta_power,theta_power,alpha_beta_ratio,signal_variance,attention_index
3447474,595.0,78.41619037978812,106.0737561543643,159.28953285281466,0.7392609936964296,13697.761599999998,0.4462398055276434
3447478,597.0,77.09143568945898,104.28484420438218,156.74661497170416,0.7392391126209258,13685.844464,0.44597037763337755
3447482,592.0,75.79074541780358,102.51487878382827,154.21080559911564,0.7393145884474243,13670.342923999999,0.44571385664513746
3447486,595.0,74.51748078942991,100.76808589005515,151.68419758538502,0.7394948522762809,13656.690796,0.4454789467901473
3447490,594.0,73.27443055463792,99.04883067706666,149.1691122893737,0.7397808742794534,13641.110416000001,0.4452762663524395
3447494,593.0,72.0637873260819,97.36156448484037,146.66822127960754,0.7401666941917572,13625.754400000002,0.44511804495535484
3447498,593.0,70.88715422506758,95.71078072417158,144.18467573357145,0.7406391807559998,13608.879456,0.4450177426656025
3447502,594.0,69.74558867725351,94.10093828983419,141.7222119614608,0.7411784616050762,13593.043275999999,0.4449894383949879
3447506,593.0,68.63965423262988,92.53634430129816,139.28523998986373,0.7417588705378213,13575.279083999998,0.44504696853293135
3447510,592.0,67.56953027840987,91.0210892618035,136.87891630418542,0.7423502709801678,13557.7696,0.44520313232034603
3447514,597.0,66.53514299700487,89.5590167893327,134.5092272552585,0.7429195337585462,13540.72,0.44546890933323974
3447518,597.0,65.53629898706464,88.15369724446546,132.18300990890532,0.7434322216267474,13524.309424000001,0.4458527459500417
3447522,593.0,64.57286908111718,86.80843800107769,129.9079116147899,0.7438547515428803,13504.757296,0.44635998088907625
3447526,593.0,63.644942971491304,85.52630843893297,127.69234444421764,0.7441563202384062,13485.866944,0.44699237219832577
3447530,595.0,62.75297410070688,84.31016035274959,125.54545627682441,0.7443109328478501,13466.204336000003,0.4477475448731215
3447534,597.0,61.89788905012142,83.1626368517439,123.47706621949641,0.7442992597801863,13447.992576,0.4486185109642769
3447538,596.0,61.081192729319355,82.0861595813407,121.49748690501761,0.7441107373136743,13427.814284000002,0.4495933440648548
3447542,597.0,60.30502661152928,81.082930015818,119.61732341528875,0.7437450348644866,13408.694316000001,0.450655127353979
3447546,596.0,59.572174097546224,80.15497548627158,117.84742436942258,0.743212429872795,13387.604000000001,0.45178196618121935
3447550,594.0,58.88601610165796,79.30420734401567,116.19872743468173,0.7425333166273873,13366.421099999998,0.45294755721881697
3447554,592.0,58.25045999001804,78.5324671820374,114.68211392990449,0.7417372977089095,13342.916400000002,0.45412188662779307
3447558,597.0,57.66980651727058,77.84159179344118,113.30814564419885,0.7408610896640189,13321.993344,0.4552726848936398
3447562,596.0,57.148578823800804,77.23344655312104,112.08676020363497,0.7399459868011212,13299.092363999998,0.4563671307694968
3447566,593.0,56.691354464960966,76.70986638868914,111.02717776724724,0.739036021490452,13275.759756,0.45737262847680327
3447570,592.0,56.30254452502318,76.27257097939602,110.13767078648621,0.7381755171230892,13250.476576000001,0.4582580620818488
3447574,595.0,55.986191975564964,75.923079046328,109.42538406342481,0.7374067632505049,13227.001184,0.4589949531067701
3447578,596.0,55.74578512247364,75.66262260031985,108.89620765301706,0.7367678148951446,13202.295276,0.45955846904705855
3447582,595.0,55.58409567420021,75.49210931612146,108.55464592322801,0.7362901391646524,13177.923084,0.45992864403302847
3447586,593.0,55.50302762186516,75.41211232870145,108.40370801998206,0.7359961935549841,13151.217324000001,0.4600915976594943
3447590,592.0,55.50353015914101,75.4228819706805,108.44485377364929,0.7358977635025555,13124.879936000001,0.4600404084590384
3447594,595.0,55.58557445965604,75.5243784554263,108.67795341826476,0.735995126295042,13098.004976,0.45977569684111286
3447598,596.0,55.74814164819599,75.71626681052176,109.10129150156595,0.7362769454508956,13072.214636000002,0.45930559119623826
3447602,595.0,55.989265689781185,75.99789648173194,109.71161678652024,0.7367212552157895,13044.435276,0.45864508919532215
3447606,592.0,56.30611391172463,76.3682934445313,110.50414979712772,0.7372970034039262,13016.334544,0.4578153123719524
3447610,593.0,56.6951395573729,76.82616609074013,111.47269483902919,0.7379665346102228,12986.957263999999,0.4568422130762813
3447614,598.0,57.15228202837954,77.36994146810868,112.60983814235394,0.738688448561607,12960.098443999997,0.45575503495444686
