timestamp_ms,eeg_value,alpha_power,beta_power,theta_power,alpha_beta_ratio,signal_variance,attention_index
4843890,595.0,0.059773817044224915,0.3932508322440015,0.01789893491275525,0.1519992130802075,18.829600000000003,5.062853568111459
4843894,605.0,0.0594370080759606,0.3906267026521859,0.016982928189375822,0.1521580774494142,18.890464,5.111514222959989
4843898,605.0,0.059159390159690246,0.38803520815024417,0.016147332724556797,0.15245882053255383,18.994400000000002,5.152661550352279
4843902,598.0,0.05893831662247226,0.38547704590775317,0.015388256421784858,0.15289708491897214,18.949100000000005,5.186191747149167
4843906,592.0,0.058772099695808024,0.3829533374442535,0.014702397808317043,0.15347065542773464,19.014400000000002,5.211986995021759
4843910,593.0,0.058658591104566934,0.38046590138346886,0.014086619489180854,0.1541756853669926,19.014400000000002,5.230044263173871
4843914,602.0,0.058593637742836706,0.37801625698481095,0.01353720006778791,0.1550029573071802,19.049100000000006,5.240629775401775
4843918,602.0,0.05857250369233876,0.3756055226930728,0.01305038964847375,0.15594154013598321,19.039055999999995,5.2441371890495425
4843922,595.0,0.05859266990559016,0.3732338792406399,0.01262365922755065,0.15698647192693072,19.053343999999996,5.240773331205373
4843926,592.0,0.05865333980287047,0.3709016294989399,0.012254693938830007,0.15813718554460574,19.074476,5.230668222754509
4843930,596.0,0.05875288542074106,0.36860982830371225,0.011940515129902277,0.15939044732234384,19.079600000000003,5.214130474727645
4843934,602.0,0.05888826391077951,0.3663598819281439,0.011677735088148643,0.160738844004567,19.069195999999998,5.191660225393863
4843938,604.0,0.059056354305521704,0.36415294063807513,0.0114640611820278,0.16217459126388525,19.144656,5.1637213762728
4843942,597.0,0.059255442082242704,0.361989548815214,0.011298153664775976,0.16369379247601157,19.099600000000006,5.130630329357532
4843946,593.0,0.05948441463395771,0.3598698412597529,0.011177815193042303,0.16529424756942065,19.144656,5.092745436923812
4843950,592.0,0.05974212841932967,0.357793062727392,0.011100277036361704,0.16697397083086574,19.157899999999998,5.050478028631355
4843954,603.0,0.06002738040750993,0.3557589565048001,0.011063337564732849,0.16873048256397166,19.157899999999998,5.004225058166459
4843958,599.0,0.06033843374560412,0.353768596039876,0.011066285919760693,0.17055904458744808,19.106475999999997,4.954345361937031
4843962,593.0,0.060672202035261774,0.35182289984582127,0.011108919441316418,0.17245097479967916,19.097356,4.901260823847587
4843966,591.0,0.061024654724071405,0.34992183681428723,0.011189355760560066,0.1743951028596675,19.133356,4.8455554387651345
4843970,593.0,0.06139300863470627,0.3480652527124154,0.011303992271977505,0.17638361817584672,19.122476,4.7878242643727855
4843974,603.0,0.06177591768874865,0.3462529624396552,0.011449614087779697,0.17841267625115242,19.122476000000002,4.728517847825223
4843978,604.0,0.06217119486729124,0.34448456623816937,0.011623965595471271,0.18047599503864967,19.1456,4.668055412069792
4843982,598.0,0.06257568898118561,0.34275977954976034,0.011825139583287042,0.18256427012347623,19.089899999999997,4.60687305894294
4843986,594.0,0.0629855430323321,0.34107832834967383,0.012049922855724537,0.18466591922474554,19.061136,4.545500968269381
4843990,593.0,0.06339800662836417,0.33944016370875996,0.012294713877708766,0.18677226034677422,19.048415999999996,4.484390005397166
4843994,603.0,0.0638122376823506,0.3378457064554366,0.012557085041300346,0.1888798243193531,19.048415999999996,4.423782621397905
4843998,605.0,0.06422763670609272,0.33629411115706187,0.012834803508940507,0.19098650429860195,19.099023999999996,4.36386060911227
4844002,597.0,0.06464345274984674,0.3347830805444828,0.013125609730888223,0.1930905607437277,19.043104,4.304780912673364
4844006,592.0,0.06505852288543294,0.33331108377370106,0.013427732118488552,0.19518859723730014,19.049836000000003,4.246690545580269
4844010,594.0,0.06547141044717283,0.3318770867531164,0.01374020011075923,0.1972760791885493,19.018623999999996,4.189700155259981
4844014,602.0,0.06588042894789548,0.3304794776996918,0.014062218927225218,0.19934801823840123,18.999116,4.133905400663366
4844018,601.0,0.06628530320327426,0.3291187861415223,0.014392033759364242,0.20140236897559333,18.964076000000002,4.079394773518133
4844022,599.0,0.06668732554618255,0.3277966383830935,0.014728754678697407,0.20344115142585925,18.9099,4.0261409212624075
4844026,593.0,0.06708763827987432,0.32651271488951605,0.015073375582450671,0.20546715402055674,18.893900000000002,3.9740106107505833
4844030,595.0,0.06748691321186803,0.3252656258382703,0.015427766230154242,0.20748246310363,18.848523999999998,3.9228482239684004
4844034,597.0,0.06788461796787497,0.32405356410936953,0.015793437564270672,0.20948579335780304,18.790156000000003,3.8725767403634603
4844038,606.0,0.06827958904846781,0.32287465710837043,0.016170117746752227,0.21147398083198052,18.873375999999997,3.8232321476159075
4844042,597.0,0.06867087266159605,0.32172698550125856,0.016557282169156348,0.2134445531654895,18.814864,3.7748466019655162
4844046,594.0,0.06905870662242909,0.32060932326936903,0.01695706369337479,0.215398310686079,18.780555999999997,3.72728855189839
4844050,594.0,0.06944387238070505,0.319520956279815,0.017373211190915238,0.21733745789083947,18.745600000000007,3.680350258091418
